#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome dot","NC_048535.1",1054065,1073976,"+",117902983,"LOC117902983","-","XP_034670563.1",1269,"plasma membrane calcium-transporting ATPase 2 isoform X2"
"chromosome dot","NC_048535.1",1054065,1073976,"+",117902983,"LOC117902983","-","XP_034670566.1",1256,"plasma membrane calcium-transporting ATPase 2 isoform X4"
"chromosome dot","NC_048535.1",1054065,1069080,"+",117902983,"LOC117902983","-","XP_034670572.1",1130,"plasma membrane calcium-transporting ATPase 1 isoform X10"
"chromosome dot","NC_048535.1",1054065,1069080,"+",117902983,"LOC117902983","-","XP_034670573.1",1126,"plasma membrane calcium-transporting ATPase 1 isoform X11"
"chromosome dot","NC_048535.1",1078916,1079083,"-",117902996,"LOC117902996","-","XP_034670608.1",55,"60S ribosomal protein L27-like"
"chromosome dot","NC_048535.1",1082876,1083395,"-",117902995,"LOC117902995","-","XP_034670606.1",151,"RING finger protein 11"
"chromosome dot","NC_048535.1",1082876,1083395,"-",117902995,"LOC117902995","-","XP_034670607.1",151,"RING finger protein 11"
"chromosome dot","NC_048535.1",1084270,1085370,"+",117902993,"LOC117902993","-","XP_034670600.1",310,"zinc transporter ZIP9-B isoform X1"
"chromosome dot","NC_048535.1",1084656,1085370,"+",117902993,"LOC117902993","-","XP_034670601.1",214,"zinc transporter ZIP9-B isoform X2"
"chromosome dot","NC_048535.1",1086724,1088343,"-",117902990,"LOC117902990","-","XP_034670595.1",428,"UV excision repair protein RAD23 homolog B"
"chromosome dot","NC_048535.1",1091105,1094551,"-",117902991,"LOC117902991","-","XP_034670596.1",415,"synaptotagmin-7"
"chromosome dot","NC_048535.1",1091105,1094551,"-",117902991,"LOC117902991","-","XP_034670597.1",415,"synaptotagmin-7"
"chromosome dot","NC_048535.1",1091105,1094551,"-",117902991,"LOC117902991","-","XP_034670598.1",415,"synaptotagmin-7"
"chromosome dot","NC_048535.1",1100815,1105472,"+",117902989,"LOC117902989","-","XP_034670591.1",798,"nuclear factor 1 A-type isoform X1"
"chromosome dot","NC_048535.1",1100815,1105472,"+",117902989,"LOC117902989","-","XP_034670592.1",798,"nuclear factor 1 A-type isoform X1"
"chromosome dot","NC_048535.1",1102795,1105472,"+",117902989,"LOC117902989","-","XP_034670593.1",733,"nuclear factor 1 A-type isoform X2"
"chromosome dot","NC_048535.1",1107313,1118991,"-",117902982,"LOC117902982","-","XP_034670556.1",1303,"uncharacterized protein LOC117902982 isoform X1"
"chromosome dot","NC_048535.1",1107313,1118991,"-",117902982,"LOC117902982","-","XP_034670557.1",1303,"uncharacterized protein LOC117902982 isoform X1"
"chromosome dot","NC_048535.1",1107313,1118991,"-",117902982,"LOC117902982","-","XP_034670558.1",1303,"uncharacterized protein LOC117902982 isoform X1"
"chromosome dot","NC_048535.1",1107313,1114751,"-",117902982,"LOC117902982","-","XP_034670560.1",643,"rho GTPase-activating protein 6 isoform X3"
"chromosome dot","NC_048535.1",1110001,1118991,"-",117902982,"LOC117902982","-","XP_034670559.1",1090,"uncharacterized protein LOC117902982 isoform X2"
"chromosome dot","NC_048535.1",1121537,1123381,"-",117902992,"LOC117902992","-","XP_034670599.1",320,"zwei Ig domain protein zig-8"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670587.1",776,"uncharacterized protein LOC117902987 isoform X7"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670588.1",776,"uncharacterized protein LOC117902987 isoform X7"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670589.1",770,"myb-like protein P isoform X8"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670585.1",829,"uncharacterized protein LOC117902987 isoform X5"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670582.1",938,"uncharacterized protein LOC117902987 isoform X2"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670584.1",833,"uncharacterized protein LOC117902987 isoform X4"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670583.1",865,"uncharacterized protein LOC117902987 isoform X3"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670578.1",942,"uncharacterized protein LOC117902987 isoform X1"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670580.1",942,"uncharacterized protein LOC117902987 isoform X1"
"chromosome dot","NC_048535.1",1128427,1137920,"-",117902987,"LOC117902987","-","XP_034670581.1",942,"uncharacterized protein LOC117902987 isoform X1"
"chromosome dot","NC_048535.1",1128427,1134072,"-",117902987,"LOC117902987","-","XP_034670590.1",684,"uncharacterized protein LOC117902987 isoform X9"
"chromosome dot","NC_048535.1",1129122,1137920,"-",117902987,"LOC117902987","-","XP_034670586.1",813,"uncharacterized protein LOC117902987 isoform X6"
"chromosome dot","NC_048535.1",1138997,1140270,"-",117902994,"LOC117902994","-","XP_034670605.1",264,"ADP-ribosylation factor-like protein 4C isoform X3"
"chromosome dot","NC_048535.1",1138997,1140270,"-",117902994,"LOC117902994","-","XP_034670604.1",290,"ADP-ribosylation factor-like protein 4A isoform X2"
"chromosome dot","NC_048535.1",1138997,1140270,"-",117902994,"LOC117902994","-","XP_034670602.1",304,"ADP-ribosylation factor-like protein 4A isoform X1"
"chromosome dot","NC_048535.1",1152353,1155013,"-",117902998,"LOC117902998","-","XP_034670612.1",732,"ATP-binding cassette sub-family D member"
"chromosome dot","NC_048535.1",1160324,1162372,"+",117902999,"LOC117902999","-","XP_034670618.1",176,"tetratricopeptide repeat protein 39B-like isoform X5"
"chromosome dot","NC_048535.1",1160927,1163105,"+",117902999,"LOC117902999","-","XP_034670615.1",320,"tetratricopeptide repeat protein 39B-like isoform X3"
"chromosome dot","NC_048535.1",1161347,1163105,"+",117902999,"LOC117902999","-","XP_034670613.1",334,"tetratricopeptide repeat protein 39B-like isoform X1"
"chromosome dot","NC_048535.1",1161347,1163105,"+",117902999,"LOC117902999","-","XP_034670614.1",329,"tetratricopeptide repeat protein 39B-like isoform X2"
"chromosome dot","NC_048535.1",1161538,1163105,"+",117902999,"LOC117902999","-","XP_034670617.1",287,"tetratricopeptide repeat protein 39B-like isoform X4"
"chromosome dot","NC_048535.1",1165259,1171697,"-",117902997,"LOC117902997","-","XP_034670609.1",1542,"uncharacterized protein LOC117902997"
"chromosome dot","NC_048535.1",1165259,1171697,"-",117902997,"LOC117902997","-","XP_034670610.1",1542,"uncharacterized protein LOC117902997"
"chromosome dot","NC_048535.1",1179006,1180331,"+",117902917,"LOC117902917","-","XP_034670383.1",297,"adapter molecule Crk"
"chromosome dot","NC_048535.1",1180700,1189009,"-",117902915,"LOC117902915","-","XP_034670380.1",939,"fibulin-1 isoform X1"
"chromosome dot","NC_048535.1",1180700,1183739,"-",117902915,"LOC117902915","-","XP_034670381.1",520,"fibulin-1 isoform X2"
"chromosome dot","NC_048535.1",1190575,1192677,"-",117902916,"LOC117902916","-","XP_034670382.1",464,"protein yellow"
"chromosome dot","NC_048535.1",1194209,1194992,"-",117902918,"LOC117902918","-","XP_034670384.1",218,"probable H/ACA ribonucleoprotein complex subunit 1"
"chromosome dot","NC_048535.1",1198605,1199213,"-",117902908,"LOC117902908","-","XP_034670359.1",164,"uncharacterized protein LOC117902908"
"chromosome dot","NC_048535.1",1201564,1213551,"+",117902907,"LOC117902907","-","XP_034670356.1",1712,"ankyrin-3 isoform X1"
"chromosome dot","NC_048535.1",1201564,1213551,"+",117902907,"LOC117902907","-","XP_034670357.1",1712,"ankyrin-3 isoform X1"
"chromosome dot","NC_048535.1",1201564,1213167,"+",117902907,"LOC117902907","-","XP_034670358.1",1614,"ankyrin-3 isoform X2"
"chromosome dot","NC_048535.1",1230420,1238449,"+",117902970,"LOC117902970","-","XP_034670515.1",1476,"probable cation-transporting ATPase 13A3 isoform X1"
"chromosome dot","NC_048535.1",1230420,1234983,"+",117902970,"LOC117902970","-","XP_034670518.1",420,"probable cation-transporting ATPase 13A3 isoform X3"
"chromosome dot","NC_048535.1",1233309,1238449,"+",117902970,"LOC117902970","-","XP_034670517.1",1331,"probable cation-transporting ATPase 13A3 isoform X2"
"chromosome dot","NC_048535.1",1239553,1249659,"+",117902967,"LOC117902967","-","XP_034670512.1",2438,"uncharacterized protein LOC117902967 isoform X1"
"chromosome dot","NC_048535.1",1239607,1249659,"+",117902967,"LOC117902967","-","XP_034670513.1",2429,"uncharacterized protein LOC117902967 isoform X2"
"chromosome dot","NC_048535.1",1252126,1259528,"+",117902969,"LOC117902969","-","XP_034670514.1",1990,"uncharacterized protein LOC117902969"
"chromosome U","NC_048534.1",24124,24698,"-",117900840,"LOC117900840","-","XP_034667243.1",165,"uncharacterized protein LOC117900840"
"chromosome U","NC_048534.1",63072,104570,"-",117900340,"LOC117900340","-","XP_034666570.1",410,"cytohesin-1 isoform X2"
"chromosome U","NC_048534.1",63072,72463,"-",117900340,"LOC117900340","-","XP_034666569.1",741,"cytohesin-1 isoform X1"
"chromosome U","NC_048534.1",113257,113683,"-",117900669,"LOC117900669","-","XP_034667005.1",122,"origin recognition complex subunit 5-like"
"chromosome U","NC_048534.1",113864,114082,"-",117900670,"LOC117900670","-","XP_034667006.1",72,"origin recognition complex subunit 5-like"
"chromosome U","NC_048534.1",116403,117709,"+",117901509,"LOC117901509","-","XP_034668170.1",358,"activator of 90 kDa heat shock protein ATPase homolog 1"
"chromosome U","NC_048534.1",119697,159241,"-",117901456,"LOC117901456","-","XP_034668099.1",1014,"zinc finger protein 845 isoform X1"
"chromosome U","NC_048534.1",119697,135751,"-",117901456,"LOC117901456","-","XP_034668100.1",999,"zinc finger protein 845 isoform X2"
"chromosome U","NC_048534.1",125918,159241,"-",117901456,"LOC117901456","-","XP_034668101.1",843,"zinc finger protein 354A isoform X3"
"chromosome U","NC_048534.1",130328,130594,"+",117901457,"LOC117901457","-","XP_034668102.1",88,"cytochrome c oxidase copper chaperone-like"
"chromosome U","NC_048534.1",216662,225024,"+",117901013,"LOC117901013","-","XP_034667503.1",1000,"protein teashirt isoform X1"
"chromosome U","NC_048534.1",216662,225024,"+",117901013,"LOC117901013","-","XP_034667504.1",988,"protein teashirt isoform X2"
"chromosome U","NC_048534.1",226081,234210,"-",117901016,"LOC117901016","-","XP_034667505.1",250,"ER membrane protein complex subunit 7 homolog"
"chromosome U","NC_048534.1",306150,307959,"-",117901017,"LOC117901017","-","XP_034667506.1",424,"LOW QUALITY PROTEIN: uncharacterized protein LOC117901017"
"chromosome U","NC_048534.1",310689,311456,"+",117900684,"LOC117900684","-","XP_034667021.1",255,"uncharacterized protein LOC117900684"
"chromosome U","NC_048534.1",315259,316815,"+",117901019,"LOC117901019","-","XP_034667511.1",518,"uncharacterized protein LOC117901019"
"chromosome U","NC_048534.1",324649,325611,"+",117901021,"LOC117901021","-","XP_034667513.1",320,"uncharacterized protein LOC117901021"
"chromosome U","NC_048534.1",358006,359046,"+",117900574,"LOC117900574","-","XP_034666875.1",346,"mitochondrial import inner membrane translocase subunit TIM50-A"
"chromosome U","NC_048534.1",420608,422809,"-",117901851,"LOC117901851","-","XP_034668692.1",733,"prolyl endopeptidase"
"chromosome U","NC_048534.1",456835,461640,"+",117901067,"LOC117901067","-","XP_034667570.1",1061,"protein tiptop"
"chromosome U","NC_048534.1",485338,486674,"-",117900799,"LOC117900799","-","XP_034667175.1",404,"uncharacterized protein LOC117900799"
"chromosome U","NC_048534.1",489944,495981,"-",117901024,"LOC117901024","-","XP_034667518.1",786,"serine/arginine repetitive matrix protein 1-like"
"chromosome U","NC_048534.1",504659,504808,"-",117901121,"LOC117901121","-","XP_034667649.1",49,"uncharacterized protein LOC117901121"
"chromosome U","NC_048534.1",504659,504808,"-",117901121,"LOC117901121","-","XP_034667650.1",49,"uncharacterized protein LOC117901121"
"chromosome U","NC_048534.1",522375,524192,"+",117901029,"LOC117901029","-","XP_034667523.1",605,"uncharacterized protein LOC117901029"
"chromosome U","NC_048534.1",556469,556993,"-",117902341,"LOC117902341","-","XP_034669531.1",132,"uncharacterized protein LOC117902341"
"chromosome U","NC_048534.1",557840,558133,"-",117902342,"LOC117902342","-","XP_034669533.1",97,"dynein light chain roadblock-type 2"
"chromosome U","NC_048534.1",560699,561952,"-",117902338,"LOC117902338","-","XP_034669528.1",394,"phospholipase A1 2"
"chromosome U","NC_048534.1",569443,571457,"+",117902335,"LOC117902335","-","XP_034669523.1",487,"lysophospholipid acyltransferase 7 isoform X1"
"chromosome U","NC_048534.1",569443,571457,"+",117902335,"LOC117902335","-","XP_034669525.1",484,"lysophospholipid acyltransferase 7 isoform X2"
"chromosome U","NC_048534.1",573239,580176,"-",117902337,"LOC117902337","-","XP_034669527.1",437,"RING finger and CHY zinc finger domain-containing protein 1"
"chromosome U","NC_048534.1",584060,585217,"-",117902339,"LOC117902339","-","XP_034669529.1",342,"MTRF1L release factor glutamine methyltransferase"
"chromosome U","NC_048534.1",586983,587802,"-",117902340,"LOC117902340","-","XP_034669530.1",253,"uncharacterized protein LOC117902340"
"chromosome U","NC_048534.1",593352,598184,"-",117902334,"LOC117902334","-","XP_034669522.1",392,"UDP-N-acetylhexosamine pyrophosphorylase isoform X3"
"chromosome U","NC_048534.1",593352,598184,"-",117902334,"LOC117902334","-","XP_034669520.1",522,"UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 isoform X1"
"chromosome U","NC_048534.1",593352,596733,"-",117902334,"LOC117902334","-","XP_034669521.1",483,"UDP-N-acetylhexosamine pyrophosphorylase isoform X2"
"chromosome U","NC_048534.1",598969,600483,"-",117902336,"LOC117902336","-","XP_034669526.1",458,"transmembrane protein 115"
"chromosome U","NC_048534.1",605722,606254,"+",117901032,"LOC117901032","-","XP_034667524.1",156,"uncharacterized protein LOC117901032"
"chromosome U","NC_048534.1",610571,613246,"-",117899982,"LOC117899982","-","XP_034666038.1",476,"protein transport protein Sec61 subunit alpha"
"chromosome U","NC_048534.1",617134,621738,"+",117899980,"LOC117899980","-","XP_034666036.1",1297,"protein piccolo"
"chromosome U","NC_048534.1",622087,623060,"-",117899983,"LOC117899983","-","XP_034666039.1",302,"kynurenine formamidase"
"chromosome U","NC_048534.1",628027,632994,"+",117902096,"LOC117902096","-","XP_034669084.1",636,"RNA-binding protein 39 isoform X1"
"chromosome U","NC_048534.1",628027,632994,"+",117902096,"LOC117902096","-","XP_034669085.1",636,"RNA-binding protein 39 isoform X1"
"chromosome U","NC_048534.1",628027,632994,"+",117902096,"LOC117902096","-","XP_034669087.1",629,"RNA-binding protein 39 isoform X2"
"chromosome U","NC_048534.1",628027,632994,"+",117902096,"LOC117902096","-","XP_034669088.1",628,"RNA-binding protein 39 isoform X3"
"chromosome U","NC_048534.1",637290,665909,"+",117902094,"LOC117902094","-","XP_034669083.1",1114,"trafficking kinesin-binding protein milt isoform X3"
"chromosome U","NC_048534.1",645982,665909,"+",117902094,"LOC117902094","-","XP_034669081.1",1253,"trafficking kinesin-binding protein milt isoform X1"
"chromosome U","NC_048534.1",662077,665909,"+",117902094,"LOC117902094","-","XP_034669082.1",1128,"trafficking kinesin-binding protein milt isoform X2"
"chromosome U","NC_048534.1",711580,716268,"-",117902822,"LOC117902822","-","XP_034670340.1",176,"protein tyrosine phosphatase type IVA 1"
"chromosome U","NC_048534.1",719069,719194,"-",117902823,"LOC117902823","-","XP_034670341.1",41,"uncharacterized protein LOC117902823"
"chromosome U","NC_048534.1",738638,739826,"+",117901591,"LOC117901591","-","XP_034668291.1",370,"uncharacterized protein LOC117901591"
"chromosome U","NC_048534.1",745528,746829,"-",117901800,"LOC117901800","-","XP_034668604.1",433,"cdc25-like protein phosphatase twine"
"chromosome U","NC_048534.1",780983,783257,"-",117900305,"LOC117900305","-","XP_034666510.1",607,"pickpocket protein 28"
"chromosome U","NC_048534.1",800121,833412,"-",117900306,"LOC117900306","-","XP_034666514.1",423,"zinc finger protein Elbow-like isoform X2"
"chromosome U","NC_048534.1",800121,833412,"-",117900306,"LOC117900306","-","XP_034666511.1",553,"zinc finger protein Elbow-like isoform X1"
"chromosome U","NC_048534.1",800121,833412,"-",117900306,"LOC117900306","-","XP_034666513.1",553,"zinc finger protein Elbow-like isoform X1"
"chromosome U","NC_048534.1",844198,844692,"-",117900674,"LOC117900674","-","XP_034667010.1",142,"partner of bursicon"
"chromosome U","NC_048534.1",872561,907396,"-",117901046,"LOC117901046","-","XP_034667544.1",282,"histidine-rich glycoprotein"
"chromosome U","NC_048534.1",921437,921919,"-",117900648,"LOC117900648","-","XP_034666971.1",160,"succinate dehydrogenase assembly factor 4, mitochondrial"
"chromosome U","NC_048534.1",1005094,1005836,"+",117900779,"LOC117900779","-","XP_034667151.1",230,"gamma-glutamylcyclotransferase-like"
"chromosome U","NC_048534.1",1007654,1009954,"+",117901244,"LOC117901244","-","XP_034667810.1",535,"zinc finger protein Noc"
"chromosome U","NC_048534.1",1016018,1017040,"+",117900392,"LOC117900392","-","XP_034666636.1",300,"uncharacterized protein LOC117900392"
"chromosome U","NC_048534.1",1038786,1039973,"-",117900700,"LOC117900700","-","XP_034667043.1",395,"aladin"
